district_id,source_province,source_district,source_name,normalized_name,match_method,confidence
TR-3162663cee,KASTAMONU,AĞLI,KASTAMONU / AĞLI,KASTAMONU|AGLI,exact,1.0
TR-26cca610f8,KASTAMONU,BOZKURT,KASTAMONU / BOZKURT,KASTAMONU|BOZKURT,exact,1.0
TR-bf3d453e10,KASTAMONU,CİDE,KASTAMONU / CİDE,KASTAMONU|CIDE,exact,1.0
TR-af30454a96,KASTAMONU,DADAY,KASTAMONU / DADAY,KASTAMONU|DADAY,exact,1.0
TR-02108b59c0,KASTAMONU,DEVREKANİ,KASTAMONU / DEVREKANİ,KASTAMONU|DEVREKANI,exact,1.0
TR-9a6d692b63,KASTAMONU,DOĞANYURT,KASTAMONU / DOĞANYURT,KASTAMONU|DOGANYURT,exact,1.0
TR-d81b1cd047,KASTAMONU,HANÖNÜ(GÖKÇEAĞAÇ),KASTAMONU / HANÖNÜ(GÖKÇEAĞAÇ),KASTAMONU|HANONU(GOKCEAGAC),exact,1.0
TR-c337c6ba4c,KASTAMONU,KASTAMONU,KASTAMONU / KASTAMONU,KASTAMONU|KASTAMONU,exact,1.0
TR-dd2d1c49ae,KASTAMONU,KÜRE,KASTAMONU / KÜRE,KASTAMONU|KURE,exact,1.0
TR-0d3fca166f,KASTAMONU,PINARBAŞI,KASTAMONU / PINARBAŞI,KASTAMONU|PINARBASI,exact,1.0
TR-097221b3ce,KASTAMONU,SEYDİLER,KASTAMONU / SEYDİLER,KASTAMONU|SEYDILER,exact,1.0
TR-0f4a048253,KASTAMONU,TAŞKÖPRÜ,KASTAMONU / TAŞKÖPRÜ,KASTAMONU|TASKOPRU,exact,1.0
TR-b27b09221a,KASTAMONU,TOSYA,KASTAMONU / TOSYA,KASTAMONU|TOSYA,exact,1.0
TR-4ef2d64c94,KASTAMONU,ÇATALZEYTİN,KASTAMONU / ÇATALZEYTİN,KASTAMONU|CATALZEYTIN,exact,1.0
TR-e11d8282bc,KASTAMONU,İHSANGAZİ,KASTAMONU / İHSANGAZİ,KASTAMONU|IHSANGAZI,exact,1.0
TR-b6c46b385b,KASTAMONU,İNEBOLU,KASTAMONU / İNEBOLU,KASTAMONU|INEBOLU,exact,1.0
TR-8972ec9f1c,KASTAMONU,ŞENPAZAR,KASTAMONU / ŞENPAZAR,KASTAMONU|SENPAZAR,exact,1.0
TR-aa05ecd0e0,KAYSERİ,AKKIŞLA,KAYSERİ / AKKIŞLA,KAYSERI|AKKISLA,exact,1.0
TR-2481345cd5,KAYSERİ,BÜNYAN,KAYSERİ / BÜNYAN,KAYSERI|BUNYAN,exact,1.0
TR-6cafea5b64,KAYSERİ,DEVELİ,KAYSERİ / DEVELİ,KAYSERI|DEVELI,exact,1.0
TR-1ef6fd27e5,KAYSERİ,FELAHİYE,KAYSERİ / FELAHİYE,KAYSERI|FELAHIYE,exact,1.0
TR-f92aae1020,KAYSERİ,HACILAR,KAYSERİ / HACILAR,KAYSERI|HACILAR,exact,1.0
TR-d191d000f4,KAYSERİ,KOCASİNAN,KAYSERİ / KOCASİNAN,KAYSERI|KOCASINAN,exact,1.0
TR-b968c282d8,KAYSERİ,MELİKGAZİ,KAYSERİ / MELİKGAZİ,KAYSERI|MELIKGAZI,exact,1.0
TR-0f0a2e4e63,KAYSERİ,PINARBAŞI,KAYSERİ / PINARBAŞI,KAYSERI|PINARBASI,exact,1.0
TR-bb727fc1f1,KAYSERİ,SARIOĞLAN,KAYSERİ / SARIOĞLAN,KAYSERI|SARIOGLAN,exact,1.0
TR-b17f961f62,KAYSERİ,SARIZ,KAYSERİ / SARIZ,KAYSERI|SARIZ,exact,1.0
TR-6d1d7121a0,KAYSERİ,TALAS,KAYSERİ / TALAS,KAYSERI|TALAS,exact,1.0
TR-bb66cbac86,KAYSERİ,TOMARZA,KAYSERİ / TOMARZA,KAYSERI|TOMARZA,exact,1.0
TR-b259be51b5,KAYSERİ,YAHYALI,KAYSERİ / YAHYALI,KAYSERI|YAHYALI,exact,1.0
TR-d69eb2a3b2,KAYSERİ,YEŞİLHİSAR,KAYSERİ / YEŞİLHİSAR,KAYSERI|YESILHISAR,exact,1.0
TR-3a03b896b4,KAYSERİ,ÖZVATAN(ÇUKUR),KAYSERİ / ÖZVATAN(ÇUKUR),KAYSERI|OZVATAN(CUKUR),exact,1.0
TR-94f9c71e8b,KAYSERİ,İNCESU,KAYSERİ / İNCESU,KAYSERI|INCESU,exact,1.0
TR-7fdea2fd65,KIRIKKALE,BAHŞİLİ,KIRIKKALE / BAHŞİLİ,KIRIKKALE|BAHSILI,exact,1.0
TR-210202798e,KIRIKKALE,BALIŞEYH,KIRIKKALE / BALIŞEYH,KIRIKKALE|BALISEYH,exact,1.0
TR-8931cc3cc0,KIRIKKALE,DELİCE,KIRIKKALE / DELİCE,KIRIKKALE|DELICE,exact,1.0
TR-496605ce57,KIRIKKALE,KARAKEÇİLİ,KIRIKKALE / KARAKEÇİLİ,KIRIKKALE|KARAKECILI,exact,1.0
TR-f99b499600,KIRIKKALE,KESKİN,KIRIKKALE / KESKİN,KIRIKKALE|KESKIN,exact,1.0
TR-4e643cfa33,KIRIKKALE,KIRIKKALE,KIRIKKALE / KIRIKKALE,KIRIKKALE|KIRIKKALE,exact,1.0
TR-a50d3d77c4,KIRIKKALE,SULAKYURT,KIRIKKALE / SULAKYURT,KIRIKKALE|SULAKYURT,exact,1.0
TR-f6a976aca2,KIRIKKALE,YAHŞİHAN,KIRIKKALE / YAHŞİHAN,KIRIKKALE|YAHSIHAN,exact,1.0
TR-22d238bb57,KIRIKKALE,ÇELEBİ,KIRIKKALE / ÇELEBİ,KIRIKKALE|CELEBI,exact,1.0
TR-5bd9d9b899,KIRKLARELİ,BABAESKİ,KIRKLARELİ / BABAESKİ,KIRKLARELI|BABAESKI,exact,1.0
TR-11e4517c3f,KIRKLARELİ,DEMİRKÖY,KIRKLARELİ / DEMİRKÖY,KIRKLARELI|DEMIRKOY,exact,1.0
TR-7cf34f014c,KIRKLARELİ,KIRKLARELİ,KIRKLARELİ / KIRKLARELİ,KIRKLARELI|KIRKLARELI,exact,1.0
TR-f0bc63fc86,KIRKLARELİ,KOFÇAZ,KIRKLARELİ / KOFÇAZ,KIRKLARELI|KOFCAZ,exact,1.0
TR-b2bf8b2962,KIRKLARELİ,LÜLEBURGAZ,KIRKLARELİ / LÜLEBURGAZ,KIRKLARELI|LULEBURGAZ,exact,1.0
TR-027ad7a8a8,KIRKLARELİ,PEHLİVANKÖY,KIRKLARELİ / PEHLİVANKÖY,KIRKLARELI|PEHLIVANKOY,exact,1.0
TR-229245abbf,KIRKLARELİ,PINARHİSAR,KIRKLARELİ / PINARHİSAR,KIRKLARELI|PINARHISAR,exact,1.0
TR-69295f1f94,KIRKLARELİ,VİZE,KIRKLARELİ / VİZE,KIRKLARELI|VIZE,exact,1.0
TR-86e0390020,KIRŞEHİR,AKPINAR,KIRŞEHİR / AKPINAR,KIRSEHIR|AKPINAR,exact,1.0
TR-9ace4c8775,KIRŞEHİR,AKÇAKENT,KIRŞEHİR / AKÇAKENT,KIRSEHIR|AKCAKENT,exact,1.0
TR-3f25fe77d9,KIRŞEHİR,BOZTEPE,KIRŞEHİR / BOZTEPE,KIRSEHIR|BOZTEPE,exact,1.0
TR-1bc3e53eac,KIRŞEHİR,KAMAN,KIRŞEHİR / KAMAN,KIRSEHIR|KAMAN,exact,1.0
TR-4ced676c07,KIRŞEHİR,KIRŞEHİR,KIRŞEHİR / KIRŞEHİR,KIRSEHIR|KIRSEHIR,exact,1.0
TR-d76a8de994,KIRŞEHİR,MUCUR,KIRŞEHİR / MUCUR,KIRSEHIR|MUCUR,exact,1.0
TR-28742aa732,KIRŞEHİR,ÇİÇEKDAĞI,KIRŞEHİR / ÇİÇEKDAĞI,KIRSEHIR|CICEKDAGI,exact,1.0
TR-a25436b53f,KOCAELİ,BAŞİSKELE,KOCAELİ / BAŞİSKELE,KOCAELI|BASISKELE,exact,1.0
TR-e0926a3962,KOCAELİ,DARICA,KOCAELİ / DARICA,KOCAELI|DARICA,exact,1.0
TR-16992674d6,KOCAELİ,DERİNCE,KOCAELİ / DERİNCE,KOCAELI|DERINCE,exact,1.0
TR-0a99ff4798,KOCAELİ,DİLOVASI,KOCAELİ / DİLOVASI,KOCAELI|DILOVASI,exact,1.0
TR-de69454a64,KOCAELİ,GEBZE,KOCAELİ / GEBZE,KOCAELI|GEBZE,exact,1.0
TR-7f98c9de0f,KOCAELİ,GÖLCÜK,KOCAELİ / GÖLCÜK,KOCAELI|GOLCUK,exact,1.0
TR-5f838d038e,KOCAELİ,KANDIRA,KOCAELİ / KANDIRA,KOCAELI|KANDIRA,exact,1.0
TR-7ab4126e04,KOCAELİ,KARAMÜRSEL,KOCAELİ / KARAMÜRSEL,KOCAELI|KARAMURSEL,exact,1.0
TR-d7e9726e62,KOCAELİ,KARTEPE,KOCAELİ / KARTEPE,KOCAELI|KARTEPE,exact,1.0
TR-1485416c8d,KOCAELİ,KÖRFEZ(TÜTÜNÇİFTLİK),KOCAELİ / KÖRFEZ(TÜTÜNÇİFTLİK),KOCAELI|KORFEZ(TUTUNCIFTLIK),exact,1.0
TR-91507d1404,KOCAELİ,ÇAYIROVA,KOCAELİ / ÇAYIROVA,KOCAELI|CAYIROVA,exact,1.0
TR-114fa678d7,KOCAELİ,İZMİT,KOCAELİ / İZMİT,KOCAELI|IZMIT,exact,1.0
TR-988631d9da,KONYA,AHIRLI,KONYA / AHIRLI,KONYA|AHIRLI,exact,1.0
TR-1536d7cc89,KONYA,AKÖREN,KONYA / AKÖREN,KONYA|AKOREN,exact,1.0
TR-4f71b26d5e,KONYA,AKŞEHİR,KONYA / AKŞEHİR,KONYA|AKSEHIR,exact,1.0
TR-f66eb917e7,KONYA,ALTINEKİN,KONYA / ALTINEKİN,KONYA|ALTINEKIN,exact,1.0
TR-2a96f5ef59,KONYA,BEYŞEHİR,KONYA / BEYŞEHİR,KONYA|BEYSEHIR,exact,1.0
TR-a67d1d4082,KONYA,BOZKIR,KONYA / BOZKIR,KONYA|BOZKIR,exact,1.0
TR-d5982b5f39,KONYA,CİHANBEYLİ,KONYA / CİHANBEYLİ,KONYA|CIHANBEYLI,exact,1.0
TR-d99d8d7f93,KONYA,DERBENT,KONYA / DERBENT,KONYA|DERBENT,exact,1.0
TR-c74378dc6c,KONYA,DEREBUCAK,KONYA / DEREBUCAK,KONYA|DEREBUCAK,exact,1.0
TR-af7cc70bd2,KONYA,DOĞANHİSAR,KONYA / DOĞANHİSAR,KONYA|DOGANHISAR,exact,1.0
TR-04e565eb1e,KONYA,EMİRGAZİ,KONYA / EMİRGAZİ,KONYA|EMIRGAZI,exact,1.0
TR-a00421d6bc,KONYA,EREĞLİ,KONYA / EREĞLİ,KONYA|EREGLI,exact,1.0
TR-d9a5c6f66e,KONYA,GÜNEYSINIR,KONYA / GÜNEYSINIR,KONYA|GUNEYSINIR,exact,1.0
TR-c484a0abb7,KONYA,HADİM,KONYA / HADİM,KONYA|HADIM,exact,1.0
TR-9fa43010ae,KONYA,HALKAPINAR,KONYA / HALKAPINAR,KONYA|HALKAPINAR,exact,1.0
TR-9e1fe45114,KONYA,HÜYÜK,KONYA / HÜYÜK,KONYA|HUYUK,exact,1.0
TR-ea48bbb5d9,KONYA,ILGIN,KONYA / ILGIN,KONYA|ILGIN,exact,1.0
TR-4c4406ba80,KONYA,KADINHANI,KONYA / KADINHANI,KONYA|KADINHANI,exact,1.0
TR-b4d5c51541,KONYA,KARAPINAR,KONYA / KARAPINAR,KONYA|KARAPINAR,exact,1.0
TR-9a4839bf54,KONYA,KARATAY,KONYA / KARATAY,KONYA|KARATAY,exact,1.0
TR-53d80c19e0,KONYA,KULU,KONYA / KULU,KONYA|KULU,exact,1.0
TR-30849b1c8d,KONYA,MERAM,KONYA / MERAM,KONYA|MERAM,exact,1.0
TR-6edd5020c4,KONYA,SARAYÖNÜ,KONYA / SARAYÖNÜ,KONYA|SARAYONU,exact,1.0
TR-e7b55f7bf7,KONYA,SELÇUKLU,KONYA / SELÇUKLU,KONYA|SELCUKLU,exact,1.0
TR-068b98094c,KONYA,SEYDİŞEHİR,KONYA / SEYDİŞEHİR,KONYA|SEYDISEHIR,exact,1.0
TR-b9758137c3,KONYA,TAŞKENT,KONYA / TAŞKENT,KONYA|TASKENT,exact,1.0
TR-365d71c6ee,KONYA,TUZLUKÇU,KONYA / TUZLUKÇU,KONYA|TUZLUKCU,exact,1.0
TR-bee7c052c7,KONYA,YALIHÜYÜK,KONYA / YALIHÜYÜK,KONYA|YALIHUYUK,exact,1.0
TR-3139ee61a8,KONYA,YUNAK,KONYA / YUNAK,KONYA|YUNAK,exact,1.0
TR-21efe03ee6,KONYA,ÇELTİK,KONYA / ÇELTİK,KONYA|CELTIK,exact,1.0
TR-656c45a74e,KONYA,ÇUMRA,KONYA / ÇUMRA,KONYA|CUMRA,exact,1.0
TR-db369459ae,KÜTAHYA,ALTINTAŞ,KÜTAHYA / ALTINTAŞ,KUTAHYA|ALTINTAS,exact,1.0
TR-9f7f8b6fbc,KÜTAHYA,ASLANAPA,KÜTAHYA / ASLANAPA,KUTAHYA|ASLANAPA,exact,1.0
TR-3bb49be437,KÜTAHYA,DOMANİÇ,KÜTAHYA / DOMANİÇ,KUTAHYA|DOMANIC,exact,1.0
TR-0bc973fb64,KÜTAHYA,DUMLUPINAR,KÜTAHYA / DUMLUPINAR,KUTAHYA|DUMLUPINAR,exact,1.0
TR-485ca0c3a3,KÜTAHYA,EMET,KÜTAHYA / EMET,KUTAHYA|EMET,exact,1.0
TR-ba99f6c18e,KÜTAHYA,GEDİZ,KÜTAHYA / GEDİZ,KUTAHYA|GEDIZ,exact,1.0
TR-1316d26766,KÜTAHYA,HİSARCIK,KÜTAHYA / HİSARCIK,KUTAHYA|HISARCIK,exact,1.0
TR-708c82b6c9,KÜTAHYA,KÜTAHYA,KÜTAHYA / KÜTAHYA,KUTAHYA|KUTAHYA,exact,1.0
TR-aa7114bbbd,KÜTAHYA,PAZARLAR,KÜTAHYA / PAZARLAR,KUTAHYA|PAZARLAR,exact,1.0
TR-defc8fb5bb,KÜTAHYA,SİMAV,KÜTAHYA / SİMAV,KUTAHYA|SIMAV,exact,1.0
TR-33866787d4,KÜTAHYA,TAVŞANLI,KÜTAHYA / TAVŞANLI,KUTAHYA|TAVSANLI,exact,1.0
TR-85543a21dd,KÜTAHYA,ÇAVDARHİSAR,KÜTAHYA / ÇAVDARHİSAR,KUTAHYA|CAVDARHISAR,exact,1.0
TR-5aa1878523,KÜTAHYA,ŞAPHANE,KÜTAHYA / ŞAPHANE,KUTAHYA|SAPHANE,exact,1.0
TR-eacb115273,KİLİS,ELBEYLİ,KİLİS / ELBEYLİ,KILIS|ELBEYLI,exact,1.0
TR-4aa8ead7cc,KİLİS,KİLİS,KİLİS / KİLİS,KILIS|KILIS,exact,1.0
TR-b0fb92f94c,KİLİS,MUSABEYLİ,KİLİS / MUSABEYLİ,KILIS|MUSABEYLI,exact,1.0
TR-18282a26f1,KİLİS,POLATELİ,KİLİS / POLATELİ,KILIS|POLATELI,exact,1.0
TR-ffe86b5109,MALATYA,AKÇADAĞ,MALATYA / AKÇADAĞ,MALATYA|AKCADAG,exact,1.0
TR-15de22a4f8,MALATYA,ARAPKİR(ARAPGİR),MALATYA / ARAPKİR(ARAPGİR),MALATYA|ARAPKIR(ARAPGIR),exact,1.0
TR-1495bab343,MALATYA,ARGUVAN,MALATYA / ARGUVAN,MALATYA|ARGUVAN,exact,1.0
TR-b8d959be37,MALATYA,BATTALGAZİ,MALATYA / BATTALGAZİ,MALATYA|BATTALGAZI,exact,1.0
TR-497fe1cf03,MALATYA,DARENDE,MALATYA / DARENDE,MALATYA|DARENDE,exact,1.0
TR-91e46a88f8,MALATYA,DOĞANYOL,MALATYA / DOĞANYOL,MALATYA|DOGANYOL,exact,1.0
TR-65565eb800,MALATYA,DOĞANŞEHİR,MALATYA / DOĞANŞEHİR,MALATYA|DOGANSEHIR,exact,1.0
TR-43d843b5ae,MALATYA,HEKİMHAN,MALATYA / HEKİMHAN,MALATYA|HEKIMHAN,exact,1.0
TR-7eb356e95b,MALATYA,KALE,MALATYA / KALE,MALATYA|KALE,exact,1.0
TR-9be9737aa1,MALATYA,KULUNCAK,MALATYA / KULUNCAK,MALATYA|KULUNCAK,exact,1.0
TR-a36b6cbdd3,MALATYA,MALATYA,MALATYA / MALATYA,MALATYA|MALATYA,exact,1.0
TR-1d1d1e9104,MALATYA,PÜTÜRGE(PÖTÜRGE),MALATYA / PÜTÜRGE(PÖTÜRGE),MALATYA|PUTURGE(POTURGE),exact,1.0
TR-ed2e1c73fe,MALATYA,YAZIHAN,MALATYA / YAZIHAN,MALATYA|YAZIHAN,exact,1.0
TR-e3613f4657,MALATYA,YEŞİLYURT,MALATYA / YEŞİLYURT,MALATYA|YESILYURT,exact,1.0
TR-1c7d63550d,MANİSA,AHMETLİ,MANİSA / AHMETLİ,MANISA|AHMETLI,exact,1.0
TR-98630c014d,MANİSA,AKHİSAR,MANİSA / AKHİSAR,MANISA|AKHISAR,exact,1.0
TR-aa33d80033,MANİSA,ALAŞEHİR,MANİSA / ALAŞEHİR,MANISA|ALASEHIR,exact,1.0
TR-a93f27d48d,MANİSA,DEMİRCİ,MANİSA / DEMİRCİ,MANISA|DEMIRCI,exact,1.0
TR-40d7cada0c,MANİSA,GÖLMARMARA,MANİSA / GÖLMARMARA,MANISA|GOLMARMARA,exact,1.0
TR-5a3af89829,MANİSA,GÖRDES,MANİSA / GÖRDES,MANISA|GORDES,exact,1.0
TR-f0885e36cb,MANİSA,KIRKAĞAÇ,MANİSA / KIRKAĞAÇ,MANISA|KIRKAGAC,exact,1.0
TR-3758fb3fca,MANİSA,KULA,MANİSA / KULA,MANISA|KULA,exact,1.0
TR-94e8fef059,MANİSA,KÖPRÜBAŞI,MANİSA / KÖPRÜBAŞI,MANISA|KOPRUBASI,exact,1.0
TR-ae1912de99,MANİSA,MANİSA,MANİSA / MANİSA,MANISA|MANISA,exact,1.0
TR-6b3f6d011f,MANİSA,SALİHLİ,MANİSA / SALİHLİ,MANISA|SALIHLI,exact,1.0
TR-17c5fa87d8,MANİSA,SARIGÖL,MANİSA / SARIGÖL,MANISA|SARIGOL,exact,1.0
TR-8d605ac733,MANİSA,SARUHANLI,MANİSA / SARUHANLI,MANISA|SARUHANLI,exact,1.0
TR-dc78cdcf42,MANİSA,SELENDİ,MANİSA / SELENDİ,MANISA|SELENDI,exact,1.0
TR-be23dcafa1,MANİSA,SOMA,MANİSA / SOMA,MANISA|SOMA,exact,1.0
TR-26cf1aed68,MANİSA,TURGUTLU,MANİSA / TURGUTLU,MANISA|TURGUTLU,exact,1.0
TR-18f5627920,MARDİN,DARGEÇİT,MARDİN / DARGEÇİT,MARDIN|DARGECIT,exact,1.0
TR-a6d8b4c121,MARDİN,DERİK,MARDİN / DERİK,MARDIN|DERIK,exact,1.0
TR-0842b2617e,MARDİN,KIZILTEPE,MARDİN / KIZILTEPE,MARDIN|KIZILTEPE,exact,1.0
TR-6c8c7b5832,MARDİN,MARDİN,MARDİN / MARDİN,MARDIN|MARDIN,exact,1.0
TR-9ac583b9d4,MARDİN,MAZIDAĞI,MARDİN / MAZIDAĞI,MARDIN|MAZIDAGI,exact,1.0
TR-1e30779ce8,MARDİN,MİDYAT(ESTEL),MARDİN / MİDYAT(ESTEL),MARDIN|MIDYAT(ESTEL),exact,1.0
TR-a51bfaf2bf,MARDİN,NUSAYBİN,MARDİN / NUSAYBİN,MARDIN|NUSAYBIN,exact,1.0
TR-1e6fa88e95,MARDİN,SAVUR,MARDİN / SAVUR,MARDIN|SAVUR,exact,1.0
TR-2477a161c5,MARDİN,YEŞİLLİ,MARDİN / YEŞİLLİ,MARDIN|YESILLI,exact,1.0
TR-1803ae1f0f,MARDİN,ÖMERLİ,MARDİN / ÖMERLİ,MARDIN|OMERLI,exact,1.0
TR-803a919118,MERSİN(İÇEL),AKDENİZ,MERSİN(İÇEL) / AKDENİZ,MERSIN(ICEL)|AKDENIZ,exact,1.0
TR-d0ab088635,MERSİN(İÇEL),ANAMUR,MERSİN(İÇEL) / ANAMUR,MERSIN(ICEL)|ANAMUR,exact,1.0
TR-cf6b4c7d9a,MERSİN(İÇEL),AYDINCIK,MERSİN(İÇEL) / AYDINCIK,MERSIN(ICEL)|AYDINCIK,exact,1.0
TR-7ba642e59a,MERSİN(İÇEL),BOZYAZI,MERSİN(İÇEL) / BOZYAZI,MERSIN(ICEL)|BOZYAZI,exact,1.0
TR-12b8ae77bd,MERSİN(İÇEL),ERDEMLİ,MERSİN(İÇEL) / ERDEMLİ,MERSIN(ICEL)|ERDEMLI,exact,1.0
TR-51c1acb869,MERSİN(İÇEL),GÜLNAR (GÜLPINAR),MERSİN(İÇEL) / GÜLNAR (GÜLPINAR),MERSIN(ICEL)|GULNAR (GULPINAR),exact,1.0
TR-e4c462a713,MERSİN(İÇEL),MEZİTLİ,MERSİN(İÇEL) / MEZİTLİ,MERSIN(ICEL)|MEZITLI,exact,1.0
TR-f9c73e7f0b,MERSİN(İÇEL),MUT,MERSİN(İÇEL) / MUT,MERSIN(ICEL)|MUT,exact,1.0
TR-99952ddc81,MERSİN(İÇEL),SİLİFKE,MERSİN(İÇEL) / SİLİFKE,MERSIN(ICEL)|SILIFKE,exact,1.0
TR-9bd34d32e4,MERSİN(İÇEL),TARSUS,MERSİN(İÇEL) / TARSUS,MERSIN(ICEL)|TARSUS,exact,1.0
TR-b8df6e2b61,MERSİN(İÇEL),TOROSLAR,MERSİN(İÇEL) / TOROSLAR,MERSIN(ICEL)|TOROSLAR,exact,1.0
TR-775581ea4f,MERSİN(İÇEL),YENİŞEHİR,MERSİN(İÇEL) / YENİŞEHİR,MERSIN(ICEL)|YENISEHIR,exact,1.0
TR-0959186080,MERSİN(İÇEL),ÇAMLIYAYLA,MERSİN(İÇEL) / ÇAMLIYAYLA,MERSIN(ICEL)|CAMLIYAYLA,exact,1.0
TR-835915660d,MUĞLA,BODRUM,MUĞLA / BODRUM,MUGLA|BODRUM,exact,1.0
TR-0adc23cfac,MUĞLA,DALAMAN,MUĞLA / DALAMAN,MUGLA|DALAMAN,exact,1.0
TR-8df636e5d8,MUĞLA,DATÇA,MUĞLA / DATÇA,MUGLA|DATCA,exact,1.0
TR-b70f917be4,MUĞLA,FETHİYE,MUĞLA / FETHİYE,MUGLA|FETHIYE,exact,1.0
TR-3285f09740,MUĞLA,KAVAKLIDERE,MUĞLA / KAVAKLIDERE,MUGLA|KAVAKLIDERE,exact,1.0
TR-8da789c435,MUĞLA,KÖYCEĞİZ,MUĞLA / KÖYCEĞİZ,MUGLA|KOYCEGIZ,exact,1.0
TR-9e1c10eede,MUĞLA,MARMARİS,MUĞLA / MARMARİS,MUGLA|MARMARIS,exact,1.0
TR-cb75c26a4a,MUĞLA,MUĞLA,MUĞLA / MUĞLA,MUGLA|MUGLA,exact,1.0
TR-0c72b7c1b5,MUĞLA,MİLAS,MUĞLA / MİLAS,MUGLA|MILAS,exact,1.0
TR-b78d920f4b,MUĞLA,ORTACA,MUĞLA / ORTACA,MUGLA|ORTACA,exact,1.0
TR-f1f2ae6882,MUĞLA,ULA,MUĞLA / ULA,MUGLA|ULA,exact,1.0
TR-50631d09b8,MUĞLA,YATAĞAN,MUĞLA / YATAĞAN,MUGLA|YATAGAN,exact,1.0
TR-4254ef6dc8,MUŞ,BULANIK,MUŞ / BULANIK,MUS|BULANIK,exact,1.0
TR-9d9c5875dd,MUŞ,HASKÖY,MUŞ / HASKÖY,MUS|HASKOY,exact,1.0
TR-5a8206ecee,MUŞ,KORKUT,MUŞ / KORKUT,MUS|KORKUT,exact,1.0
TR-1ff1a8e897,MUŞ,MALAZGİRT,MUŞ / MALAZGİRT,MUS|MALAZGIRT,exact,1.0
TR-eca3eeeab4,MUŞ,MUŞ,MUŞ / MUŞ,MUS|MUS,exact,1.0
TR-80c25773b4,MUŞ,VARTO,MUŞ / VARTO,MUS|VARTO,exact,1.0
TR-e32bb1147b,NEVŞEHİR,ACIGÖL,NEVŞEHİR / ACIGÖL,NEVSEHIR|ACIGOL,exact,1.0
TR-d962785257,NEVŞEHİR,AVANOS,NEVŞEHİR / AVANOS,NEVSEHIR|AVANOS,exact,1.0
TR-a3bc7af4f8,NEVŞEHİR,DERİNKUYU,NEVŞEHİR / DERİNKUYU,NEVSEHIR|DERINKUYU,exact,1.0
TR-e1a05963c6,NEVŞEHİR,GÜLŞEHİR,NEVŞEHİR / GÜLŞEHİR,NEVSEHIR|GULSEHIR,exact,1.0
TR-ba6604830f,NEVŞEHİR,HACIBEKTAŞ,NEVŞEHİR / HACIBEKTAŞ,NEVSEHIR|HACIBEKTAS,exact,1.0
TR-b195a19fa3,NEVŞEHİR,KOZAKLI,NEVŞEHİR / KOZAKLI,NEVSEHIR|KOZAKLI,exact,1.0
TR-14a74802d5,NEVŞEHİR,NEVŞEHİR,NEVŞEHİR / NEVŞEHİR,NEVSEHIR|NEVSEHIR,exact,1.0
TR-d3d69c0f54,NEVŞEHİR,ÜRGÜP,NEVŞEHİR / ÜRGÜP,NEVSEHIR|URGUP,exact,1.0
TR-a5a4da78c2,NİĞDE,ALTUNHİSAR,NİĞDE / ALTUNHİSAR,NIGDE|ALTUNHISAR,exact,1.0
TR-87b533a43c,NİĞDE,BOR,NİĞDE / BOR,NIGDE|BOR,exact,1.0
TR-d1c130a17f,NİĞDE,NİĞDE,NİĞDE / NİĞDE,NIGDE|NIGDE,exact,1.0
